v1 v2 v3 J Ka Kc      E                U           n1     n2       r
   1 4 1 9 1 9     14140.8462983462    6.099e-03      8     3       R-
   0 1 0 30 11 20  14142.6873734481    1.097e-02      1     1       U 
   0 5 1 9 8 2     14144.3860438120    1.859e-03      9     9       R+
   0 5 1 9 8 1     14144.3897845334    1.272e-03      7     5       R+
   2 4 0 8 2 7     14144.6314080669    1.850e-03      5     4       R-
   0 4 1 21 1 21   14144.8468183282    1.073e-02      9     5       R-
   0 2 3 2 1 2     14144.9972361842    3.409e-03     14     5       R+
   0 4 1 21 0 21   14145.5661785422    1.285e-02      2     2       R-
   1 4 1 9 0 9     14147.0363636352    1.687e-02      4     1       R-
   0 1 3 10 4 6    14149.0320859259    1.044e-03     17     9       R+
   1 1 1 21 3 18   14152.6582589146    1.902e-02      3     1       R-
   1 1 1 21 4 18   14153.2584112675    1.009e-02      3     3       R-
   0 1 1 25 9 16   14153.4849152589    2.137e-02      1     1       U 
   0 2 0 26 13 14  14154.6031763631    2.527e-03      5     2       R-
   1 1 0 22 15 8   14155.4163474616    1.126e-02      5     4       R-
   1 1 0 22 15 7   14155.4171104616    1.131e-02      2     2       R-
   1 7 0 6 0 6     14155.4631673517    3.780e-02      2     2       R-
   2 4 0 7 3 5     14155.7415128618    1.404e-03      3     3       R+
   0 1 0 28 15 13  14157.1802072215    8.261e-03      4     1       R-
   0 1 0 28 15 14  14157.3649492538    4.167e-03      7     2       R-
   0 2 1 24 5 20   14157.7044526393    5.391e-02      2     2       R-
   0 1 1 26 6 20   14161.5160489867    2.064e-02      1     1       U 
   0 0 3 17 2 16   14161.8933798013    2.085e-02      1     1       U 
   0 9 0 11 0 11   14162.6754519477    2.682e-02      1     1       U 
   0 2 3 2 1 1     14163.0332037285    1.258e-03     22     9       R+
   0 6 1 12 0 12   14163.0539200583    1.211e-03     13     6       R-
   0 2 1 23 6 17   14165.0918140061    1.301e-02      4     2       R-
   3 2 0 5 3 3     14165.5537080853    1.974e-03     21     9       R+
   0 0 3 15 5 11   14165.5580220400    6.107e-03      6     3       R-
   2 4 0 7 3 4     14166.9093550324    3.686e-03      4     3       R-
   1 1 2 11 3 8    14167.8313792461    1.376e-03     17     3       R-
   1 0 0 26 14 13  14168.1740109346    4.763e-03      3     1       R-
   3 2 0 5 3 2     14169.5682774611    1.790e-03     45    11       R+
   1 3 1 11 6 5    14170.4467582331    2.002e-03      1     1       U 
   2 2 1 5 3 3     14173.9128851784    1.123e-03     43    14       R+
   0 5 1 17 1 17   14174.3177373592    6.142e-03     11     5       R-
   3 2 0 6 1 5     14174.5947439437    1.863e-03     13     8       R+
   1 3 1 11 6 6    14174.8602796513    2.152e-03     11     3       R-
   1 4 1 8 1 7     14175.4467869343    4.000e-03      9     3       R-
   4 0 0 4 3 2     14176.1228547616    1.633e-03     39    10       R+
   1 2 1 20 1 20   14176.7477326656    1.188e-02      8     3       R-
   1 2 1 20 0 20   14176.8783038845    6.390e-03      9     4       R-
   3 2 0 4 4 1     14177.1617436025    1.064e-03     21     9       R+
   3 2 0 4 4 0     14177.1829432429    1.739e-03     18     7       R+
   4 0 0 4 3 1     14177.6880785218    2.303e-03     22     7       R+
   2 2 1 5 3 2     14178.0929364995    1.569e-03     31     9       R+
   0 4 2 8 0 8     14178.1016265666    1.881e-02      2     2       R-
   3 0 1 4 3 2     14178.3999328266    1.354e-03     35     9       R+
   0 4 2 8 1 8     14180.0448692126    2.000e-03      4     3       R-
   3 0 1 4 3 1     14180.0533412389    1.761e-03     35    11       R+
   0 0 0 30 17 14  14180.7225525086    3.580e-03      8     3       R-
   0 0 0 30 17 13  14180.7495688717    5.533e-03      3     1       R-
   2 1 1 12 3 9    14181.5435090556    2.194e-03     15     7       R+
   2 2 1 4 4 1     14183.0932473980    1.968e-03     18     8       R+
   2 2 1 4 4 0     14183.1403604393    1.853e-03     25    11       R+
   3 2 0 6 2 5     14184.2358494776    1.693e-03     39    15       R+
   0 6 1 9 3 7     14184.2689013441    1.004e-02      1     1       U 
   1 2 2 4 1 3     14184.8156679596    1.906e-03     23     6       R+
   2 2 1 6 1 5     14187.3391254487    1.269e-03     34    11       R+
   2 3 0 9 8 1     14187.9703292033    1.861e-03      4     4       R+
   2 3 0 9 8 2     14187.9715711940    2.916e-03      4     4       R+
   0 0 0 31 15 17  14189.2568009770    1.395e-02      4     1       R-
   1 0 2 15 6 9    14189.3899170427    1.032e-02      1     1       U 
   0 0 0 31 15 16  14189.5331266500    3.437e-03      4     1       R-
   0 0 2 23 5 18   14189.8004186554    1.040e-02      2     1       R-
   1 0 2 13 10 3   14190.7095185487    6.729e-03      4     3       R-
   1 0 2 13 10 4   14190.7101785487    6.811e-03      4     2       R-
   1 4 1 7 3 5     14191.5701230671    1.867e-03     27    11       R+
   2 4 0 6 4 2     14193.0601672993    4.029e-03      3     3       R-
   1 4 1 8 2 7     14193.3057460758    1.376e-02      4     1       R-
   0 4 2 7 1 6     14193.3693987621    3.179e-02      4     2       R-
   1 1 2 11 4 8    14195.1477814480    2.002e-03      1     1       U 
   1 0 1 23 7 17   14196.2470075804    2.038e-02      5     2       R-
   0 0 3 18 1 18   14196.4335622385    1.280e-02      4     2       R-
   0 0 3 18 0 18   14196.4342282385    1.271e-02      4     2       R-
   3 2 0 7 1 7     14196.5384013202    1.088e-03      7     5       R+
   0 0 0 29 19 11  14196.8724788761    4.858e-03      7     2       R-
   0 0 0 29 19 10  14196.8724888761    4.858e-03      7     3       R-
   3 2 0 7 0 7     14197.0500524894    1.104e-03     31    11       R+
   2 4 0 6 4 3     14197.5115850343    1.429e-03     21     8       R+
   0 2 3 3 0 3     14198.4880629962    1.899e-03     11     6       R+
   2 2 1 6 2 5     14198.9280107783    1.121e-03     28    11       R+
   1 0 0 31 3 28   14198.9546975230    1.145e-02      1     1       U 
   1 0 0 25 16 10  14199.4196465341    4.443e-03     10     3       R-
   1 0 0 25 16 9   14199.4200345340    4.312e-03     11     5       R-
   3 1 0 12 4 9    14199.4793500984    5.254e-03      5     5       R+
   0 1 3 11 2 9    14200.3038721907    1.880e-03      7     7       R+
   0 1 3 11 3 9    14201.4994835488    1.367e-03     12     8       R+
   4 0 0 5 1 4     14201.6190228210    1.265e-03     34    11       R+
   0 0 0 27 23 4   14203.5059639771    4.874e-03      7     4       R-
   0 0 0 27 23 5   14203.5059639771    4.874e-03      7     2       R-
   0 9 0 10 1 10   14203.7243883227    2.088e-02      1     1       U 
   3 0 1 5 1 4     14203.8355254584    1.242e-03     35    11       R+
   0 2 3 3 1 3     14204.7776467279    1.747e-03     19    10       R+
   0 3 0 22 14 8   14206.3496602408    1.722e-02      5     2       R-
   0 3 0 22 14 9   14206.3620434511    5.382e-03      5     3       R-
   0 1 3 9 6 4     14206.6683288244    1.121e-03      7     7       R+
   0 1 3 9 6 3     14206.6991991755    1.300e-03      5     5       R-
   2 2 1 7 0 7     14207.3129653739    1.024e-03     29    14       R+
   1 1 2 8 8 0     14207.4938237223    9.688e-03      3     3       R+
   1 1 2 8 8 1     14207.4938577223    9.687e-03      3     3       R+
   0 0 1 29 7 23   14207.5641943341    1.849e-02      3     1       R-
   1 4 1 7 3 4     14207.6541477890    1.768e-03      4     3       R+
   0 2 3 2 2 1     14207.7864285878    1.508e-03     11     5       R+
   2 1 1 12 4 9    14207.9452368333    1.566e-03     11     6       R-
   3 0 0 17 3 14   14208.3159691137    1.311e-02      5     2       R-
   1 0 1 24 5 20   14208.6587211525    1.560e-02      2     1       R-
   2 2 1 7 1 7     14209.0589706529    1.115e-03     41    14       R+
   1 0 1 24 4 20   14209.0850752156    2.031e-02      1     1       U 
   0 2 3 2 2 0     14209.2539302460    1.826e-03     15     7       R+
   0 6 1 6 5 1     14212.9398404685    1.229e-02      3     3       R+
   4 0 0 5 2 4     14213.4988898441    1.423e-03     31    10       R+
   0 0 0 28 21 8   14213.5909456350    5.139e-03      6     3       R-
   0 0 0 28 21 7   14213.5909466350    5.139e-03      6     2       R-
   1 2 1 18 2 16   14214.0356792191    1.205e-02     10     3       R-
   1 1 1 16 13 3   14214.2910618474    7.128e-03      8     3       R-
   1 1 1 16 13 4   14214.2914798474    7.208e-03      8     2       R-
   3 0 1 5 2 4     14215.4128265644    1.639e-03     52    15       R+
   0 4 2 6 3 4     14215.9024844194    1.226e-03     25     8       R+
   1 2 2 4 2 3     14217.4645535012    1.239e-03     25     9       R+
   1 4 1 6 4 3     14220.4835839750    1.057e-03     20     9       R+
   1 2 2 5 0 5     14220.5447794449    1.277e-03     20    11       R+
   2 0 2 0 0 0     14221.1593255613    1.400e-03      3     3       R+
   2 3 0 12 5 7    14221.7450287927    2.002e-03      1     1       U 
   0 1 3 10 5 6    14222.7880656729    7.557e-03      4     3       R+
   2 0 1 17 3 14   14223.1453594314    1.025e-02      4     2       R-
   1 2 2 5 1 5     14223.2412225012    1.733e-03      5     5       R+
   1 2 2 3 3 1     14223.5458050499    1.115e-03     16     6       R+
   1 2 2 3 3 0     14223.6947829986    1.661e-03     19     9       R+
   1 4 1 6 4 2     14224.0506888597    1.889e-03     23     9       R+
   2 0 1 17 4 14   14224.7733926681    1.335e-02      6     2       R-
   1 3 1 10 7 3    14224.7911512262    1.014e-03      5     4       R-
   0 3 2 12 4 9    14224.9688136124    2.203e-03      3     3       R-
   1 1 1 20 5 15   14225.5110490832    1.286e-02      7     2       R-
   1 5 0 10 7 4    14226.7728289276    3.000e-03      1     1       U 
   1 5 0 10 7 3    14227.2903856183    2.001e-03      1     1       U 
   1 0 1 23 6 17   14228.1541787519    1.784e-02      3     1       R-
   0 6 1 10 2 8    14228.4489708934    1.150e-02      1     1       U 
   1 3 1 12 5 8    14228.9840994622    2.001e-03      1     1       U 
   0 3 1 20 6 14   14229.0941281446    1.864e-02     11     5       R-
   0 4 2 6 3 3     14229.1499048804    4.000e-03      1     1       U 
   1 1 1 18 10 8   14229.6476292596    1.231e-02      4     1       R-
   0 2 0 23 18 6   14230.1246162475    7.207e-03      7     2       R-
   0 2 0 23 18 5   14230.1246262475    7.207e-03      7     3       R-
   0 1 3 10 5 5    14231.0243082022    1.812e-03      5     2       R-
   0 1 0 27 17 11  14231.9064347915    1.289e-02      7     3       R-
   0 1 0 27 17 10  14231.9064650412    6.689e-03      8     3       R-
   1 2 1 16 6 10   14231.9477906379    1.251e-02      6     2       R-
   0 5 1 14 3 11   14232.8159956952    1.935e-02      8     3       R-
   1 2 2 4 2 2     14233.3509212753    1.834e-03     15     7       R+
   2 0 1 14 10 4   14234.0784809855    6.517e-03     10     4       R-
   2 0 1 14 10 5   14234.0790629855    6.598e-03      8     2       R-
   3 0 0 14 10 5   14234.9121274443    6.034e-03     11     4       R-
   3 0 0 14 10 4   14234.9133928214    1.100e-02      7     2       R-
   0 0 1 26 14 12  14238.0641480937    9.606e-03      9     4       R-
   1 1 1 20 6 15   14239.3436741640    1.170e-03      2     2       R-
   1 1 0 29 2 27   14239.5846821459    1.826e-02      2     1       R-
   0 2 3 3 1 2     14240.4940945479    1.507e-03      8     6       R+
   0 0 2 25 2 23   14240.6084299991    1.101e-02      1     1       U 
   3 2 0 6 2 4     14241.1162166810    1.749e-03     21     7       R+
   2 0 2 1 0 1     14243.5199466011    1.300e-03     10     5       R+
   4 0 0 6 1 6     14243.6734999734    1.252e-03     23    12       R+
   4 0 0 5 2 3     14244.4316788210    1.316e-03     44    13       R+
   1 0 2 17 2 15   14244.7982351490    1.576e-02      4     1       R-
   4 0 0 6 0 6     14244.8691812982    1.286e-03     15     8       R+
   1 2 1 19 2 18   14244.9588862575    1.123e-02      1     1       U 
   1 0 2 17 3 15   14244.9659246958    6.293e-03      2     2       R-
   3 0 1 6 0 6     14246.1175965889    1.277e-03     39    15       R+
   0 2 1 23 7 17   14246.3881583831    1.371e-02      4     2       R-
   1 1 2 11 4 7    14246.4811596386    1.591e-03      4     2       R-
   3 0 1 6 1 6     14246.9626619057    1.795e-03     25    12       R+
   3 0 1 5 2 3     14246.9966281425    1.334e-03     37    13       R+
   2 4 0 8 2 6     14248.5439099093    5.001e-03      1     1       U 
   0 2 1 22 9 13   14249.0475001065    1.499e-02      3     1       R-
   1 3 1 12 5 7    14249.5653125880    1.102e-03     12     6       R+
   1 0 0 24 18 6   14250.5219609635    3.010e-03     12     2       R-
   1 0 0 24 18 7   14250.5219609635    3.010e-03     12     6       R-
   0 0 0 32 13 20  14253.5292604208    9.593e-03      4     1       R-
   2 2 1 6 2 4     14253.9181021227    1.472e-03     49    15       R+
   1 1 0 31 0 31   14254.1063202101    1.030e-02      1     1       U 
   0 0 1 25 16 10  14254.3787880045    4.994e-03      5     2       R-
   0 0 1 25 16 9   14254.3788090045    4.995e-03      4     2       R-
   2 0 2 1 1 1     14254.5633790518    1.879e-03     14     5       R+
   1 1 1 22 2 20   14254.6468711545    1.548e-02     12     3       R-
   0 4 2 5 4 1     14256.9047765040    1.887e-03      8     4       R-
   1 1 1 22 3 20   14257.1509941504    1.054e-02      3     1       R-
   2 0 2 1 1 0     14259.7053125496    1.251e-03     11     6       R+
   1 1 2 10 6 4    14262.9772868060    1.500e-03      7     7       R+
   2 1 1 11 6 6    14263.5372748588    1.416e-03     16     8       R+
   2 1 1 11 6 5    14264.5034205164    1.440e-03      5     4       R+
   1 3 1 9 8 2     14264.8330307191    3.036e-02      2     2       R+
   1 3 1 9 8 1     14264.8331187191    3.036e-02      2     2       R+
   1 1 2 10 6 5    14265.0127195518    1.440e-03      5     5       R+
   0 0 0 38 1 37   14265.3393690618    2.412e-03      4     2       R-
   0 0 0 38 2 37   14265.3393690618    2.412e-03      4     2       R-
   0 1 3 12 1 11   14265.7193513517    1.252e-03     13     8       R+
   0 1 3 12 2 11   14266.0201949646    1.480e-02      3     3       R-
   4 0 0 4 4 1     14268.0108763151    1.496e-03     36    10       R+
   4 0 0 4 4 0     14268.0464606947    1.343e-03     16     7       R+
   2 4 0 10 1 10   14269.7293044371    1.051e-03      3     3       R-
   1 5 0 12 6 7    14269.9483997517    2.001e-03      1     1       U 
   3 1 0 11 6 5    14270.0395029025    1.580e-03     15     5       R+
   0 4 1 18 3 15   14270.1540616111    1.798e-02     12     5       R-
   3 0 1 4 4 1     14270.3243694905    1.942e-03     18     7       R+
   3 0 1 4 4 0     14270.3606021580    1.895e-03     23    10       R+
   0 0 1 27 12 16  14271.3398787281    1.613e-02      6     3       R-
   1 1 1 24 1 24   14272.0330830130    2.065e-02      1     1       U 
   1 1 1 24 0 24   14272.6561798810    1.842e-02     11     4       R-
   0 8 0 10 4 6    14273.1384099093    1.320e-02      2     2       R-
   0 1 3 13 1 13   14275.1813868540    1.343e-03     13     7       R-
   0 1 3 13 0 13   14275.1911750915    2.465e-02      2     2       R-
   1 1 0 24 12 13  14275.2118477291    1.705e-02      3     3       R-
   0 1 3 8 8 1     14275.3367362402    1.011e-03      2     2       R+
   0 1 3 8 8 0     14275.3367522402    1.010e-03      2     2       R+
   1 1 0 21 17 5   14277.1184057556    3.572e-03      6     2       R-
   1 1 0 21 17 4   14277.1187147556    3.402e-03      7     5       R-
   0 2 3 3 2 2     14277.6002181668    1.226e-03     20     8       R+
   0 2 3 4 0 4     14279.8852015256    1.361e-03     22    10       R+
   2 4 0 10 0 10   14281.4854099093    2.920e-02      2     2       R-
   0 2 3 4 1 4     14283.1719155476    1.128e-03     15     7       R+
   0 0 0 39 1 39   14283.4502931901    2.733e-03      5     2       R-
   0 0 0 39 0 39   14283.4502941901    2.733e-03      5     2       R-
   2 4 0 5 5 0     14283.6508696672    1.463e-03      5     4       R+
   2 4 0 5 5 1     14283.6518340874    8.000e-03      2     2       R-
   0 3 0 20 17 4   14284.1804392046    3.425e-03      6     3       R-
   0 3 0 20 17 3   14284.1804452046    3.638e-03      5     3       R-
   0 2 3 3 2 1     14284.3620201569    1.401e-03     15     7       R+
   0 8 0 8 5 4     14284.6915544371    5.001e-03      1     1       U 
   2 0 0 18 17 2   14285.6138718208    1.183e-02      2     2       R-
   2 0 0 18 17 1   14285.6138718208    1.183e-02      2     2       R-
   2 0 2 2 0 2     14286.8010316683    1.531e-03     14     6       R+
   0 2 1 25 4 22   14287.1807172932    1.229e-02     10     4       R-
   0 2 1 25 3 22   14287.5016863726    1.218e-02      1     1       U 
   0 0 1 22 22 1   14287.5387427792    6.342e-03      7     3       R-
   0 0 1 22 22 0   14287.5387427792    6.942e-03      7     4       R-
